Farm_ID,Farm_Location_Lat,Farm_Location_Lon,Farm_Postcode,Farm_Street_Address,Farm_Phone_Number,Subscribed_To_Newsletter,Herd_Size,Farm_Type,Farm_Size_Acres,Biosecurity_Score,Cattle_Movement_In_Last_Year,Proximity_To_Other_Farms_Km,Land_Use_Composition_Woodland_Pct,Animal_ID,Animal_Age_Months,Breed,Sex,Origin_Type,Test_Date,Test_Result,Has_Disease_History_Farm,Avg_Rainfall_3M_Prior_MM,Avg_Temperature_3M_Prior_C,Diseased_Wildlife_Density_Score_Local,Proximity_To_Known_Diseased_Wildlife_Sett_Km,Test_Season
FARM_0506,54.923278,-7.496655,BT43 5VV,,028 7878 4410,No,115,Dairy,282,4,0,9,11,FARM_0506_ANIMAL_113,130,Holstein,Male,Purchased_From_Other_Farm,27/12/2021,Negative,FALSE,150,17.1,Low,54.2,December
FARM_0506,54.923278,-7.496655,BT43 5VV,,028 7878 4410,No,115,Dairy,282,4,0,9,11,FARM_0506_ANIMAL_072,80,Charolais,Female,Purchased_From_Other_Farm,17/04/2020,Negative,FALSE,365,5.7,Low,54.2,April
FARM_0506,54.923278,-7.496655,BT43 5VV,,028 7878 4410,No,115,Dairy,282,4,0,9,11,FARM_0506_ANIMAL_061,71,Jersey,Female,Purchased_From_Other_Farm,24/08/2021,Negative,FALSE,354,4.3,Low,54.2,August
FARM_0506,54.923278,-7.496655,BT43 5VV,,028 7878 4410,No,115,Dairy,282,4,0,9,11,FARM_0506_ANIMAL_042,156,Jersey,Female,Born_On_Farm,02/08/2021,Negative,FALSE,261,17,Low,54.2,August
FARM_0506,54.923278,-7.496655,BT43 5VV,,028 7878 4410,No,115,Dairy,282,4,0,9,11,FARM_0506_ANIMAL_043,63,Charolais,Male,Born_On_Farm,14/12/2020,Negative,FALSE,249,6.4,Low,54.2,December
FARM_0506,54.923278,-7.496655,BT43 5VV,,028 7878 4410,No,115,Dairy,282,4,0,9,11,FARM_0506_ANIMAL_051,115,Charolais,Male,Born_On_Farm,17/02/2022,Negative,FALSE,359,13.7,Low,54.2,February
FARM_0506,54.923278,-7.496655,BT43 5VV,,028 7878 4410,No,115,Dairy,282,4,0,9,11,FARM_0506_ANIMAL_064,166,Angus,Female,Born_On_Farm,18/03/2020,Negative,FALSE,184,10.9,Low,54.2,March
FARM_0506,54.923278,-7.496655,BT43 5VV,,028 7878 4410,No,115,Dairy,282,4,0,9,11,FARM_0506_ANIMAL_046,178,Holstein,Female,Born_On_Farm,21/01/2021,Negative,FALSE,313,6.4,Low,54.2,January
FARM_0507,55.067605,-6.801646,BT29 6WF,73 Park Road,028 9340 2723,No,231,Dairy,477,3,22,6.3,6,FARM_0507_ANIMAL_042,95,Jersey,Male,Born_On_Farm,01/01/2020,Negative,FALSE,304,13.3,Medium,95.4,January
FARM_0507,55.067605,-6.801646,BT29 6WF,73 Park Road,028 9340 2723,No,231,Dairy,477,3,22,6.3,6,FARM_0507_ANIMAL_121,174,Limousin,Male,Purchased_From_Other_Farm,21/12/2022,Negative,FALSE,323,13.5,Medium,95.4,December
FARM_0507,55.067605,-6.801646,BT29 6WF,73 Park Road,028 9340 2723,No,231,Dairy,477,3,22,6.3,6,FARM_0507_ANIMAL_095,125,Limousin,Male,Purchased_From_Other_Farm,29/06/2020,Negative,FALSE,167,13.9,Medium,95.4,June
FARM_0507,55.067605,-6.801646,BT29 6WF,73 Park Road,028 9340 2723,No,231,Dairy,477,3,22,6.3,6,FARM_0507_ANIMAL_006,36,Jersey,Male,Born_On_Farm,29/11/2020,Negative,FALSE,141,9.6,Medium,95.4,November
FARM_0507,55.067605,-6.801646,BT29 6WF,73 Park Road,028 9340 2723,No,231,Dairy,477,3,22,6.3,6,FARM_0507_ANIMAL_075,80,Angus,Female,Purchased_From_Other_Farm,22/09/2020,Negative,FALSE,209,7.8,Medium,95.4,September
FARM_0507,55.067605,-6.801646,BT29 6WF,73 Park Road,028 9340 2723,No,231,Dairy,477,3,22,6.3,6,FARM_0507_ANIMAL_045,84,Limousin,Female,Born_On_Farm,22/11/2021,Negative,FALSE,262,4.2,Medium,95.4,November
FARM_0507,55.067605,-6.801646,BT29 6WF,73 Park Road,028 9340 2723,No,231,Dairy,477,3,22,6.3,6,FARM_0507_ANIMAL_164,128,Limousin,Male,Born_On_Farm,05/06/2020,Negative,FALSE,243,8.2,Medium,95.4,June
FARM_0507,55.067605,-6.801646,BT29 6WF,73 Park Road,028 9340 2723,No,231,Dairy,477,3,22,6.3,6,FARM_0507_ANIMAL_151,35,Jersey,Male,Born_On_Farm,25/11/2020,Negative,FALSE,298,16.3,Medium,95.4,November
FARM_0507,55.067605,-6.801646,BT29 6WF,73 Park Road,028 9340 2723,No,231,Dairy,477,3,22,6.3,6,FARM_0507_ANIMAL_102,66,Limousin,Male,Purchased_From_Other_Farm,07/09/2022,Negative,FALSE,153,5.7,Medium,95.4,September
FARM_0507,55.067605,-6.801646,BT29 6WF,73 Park Road,028 9340 2723,No,231,Dairy,477,3,22,6.3,6,FARM_0507_ANIMAL_034,141,Charolais,Male,Born_On_Farm,11/11/2021,Negative,FALSE,344,16,Medium,95.4,November
FARM_0508,54.5183,-7.363733,BT41 7KP,130 Oakwood Close,028 6641 6050,No,113,Dairy,106,2,130,2.8,26,FARM_0508_ANIMAL_054,52,Hereford,Male,Born_On_Farm,13/07/2020,Negative,TRUE,355,4.6,High,7.9,July
FARM_0508,54.5183,-7.363733,BT41 7KP,130 Oakwood Close,028 6641 6050,No,113,Dairy,106,2,130,2.8,26,FARM_0508_ANIMAL_090,161,Angus,Female,Purchased_From_Other_Farm,20/04/2021,Negative,TRUE,213,13.9,High,7.9,April
FARM_0508,54.5183,-7.363733,BT41 7KP,130 Oakwood Close,028 6641 6050,No,113,Dairy,106,2,130,2.8,26,FARM_0508_ANIMAL_022,19,Charolais,Female,Purchased_From_Other_Farm,28/05/2021,Negative,TRUE,180,15.9,High,7.9,May
FARM_0508,54.5183,-7.363733,BT41 7KP,130 Oakwood Close,028 6641 6050,No,113,Dairy,106,2,130,2.8,26,FARM_0508_ANIMAL_002,168,Angus,Male,Born_On_Farm,13/04/2022,Negative,TRUE,285,6.7,High,7.9,April
FARM_0508,54.5183,-7.363733,BT41 7KP,130 Oakwood Close,028 6641 6050,No,113,Dairy,106,2,130,2.8,26,FARM_0508_ANIMAL_026,56,Holstein,Male,Born_On_Farm,02/07/2020,Negative,TRUE,108,14,High,7.9,July
FARM_0508,54.5183,-7.363733,BT41 7KP,130 Oakwood Close,028 6641 6050,No,113,Dairy,106,2,130,2.8,26,FARM_0508_ANIMAL_042,114,Jersey,Female,Born_On_Farm,02/08/2022,Positive,TRUE,386,8.2,High,7.9,August
FARM_0508,54.5183,-7.363733,BT41 7KP,130 Oakwood Close,028 6641 6050,No,113,Dairy,106,2,130,2.8,26,FARM_0508_ANIMAL_113,30,Hereford,Male,Born_On_Farm,22/04/2022,Negative,TRUE,218,13,High,7.9,April
FARM_0508,54.5183,-7.363733,BT41 7KP,130 Oakwood Close,028 6641 6050,No,113,Dairy,106,2,130,2.8,26,FARM_0508_ANIMAL_089,106,Limousin,Female,Born_On_Farm,04/05/2020,Negative,TRUE,140,14.8,High,7.9,May
FARM_0508,54.5183,-7.363733,BT41 7KP,130 Oakwood Close,028 6641 6050,No,113,Dairy,106,2,130,2.8,26,FARM_0508_ANIMAL_083,144,Holstein,Female,Purchased_From_Other_Farm,06/08/2022,Negative,TRUE,125,14.9,High,7.9,August
FARM_0508,54.5183,-7.363733,BT41 7KP,130 Oakwood Close,028 6641 6050,No,113,Dairy,106,2,130,2.8,26,FARM_0508_ANIMAL_074,177,Jersey,Male,Born_On_Farm,04/01/2022,Negative,TRUE,141,7.3,High,7.9,January
FARM_0509,54.666519,-6.65435,BT38 3LI,39 Newry Road,028 8877 4290,,252,Beef,816,3,4,9.1,21,FARM_0509_ANIMAL_075,113,Jersey,Male,Born_On_Farm,05/04/2022,Negative,FALSE,214,17.4,Medium,108.8,April
FARM_0509,54.666519,-6.65435,BT38 3LI,39 Newry Road,028 8877 4290,,252,Beef,816,3,4,9.1,21,FARM_0509_ANIMAL_003,19,Jersey,Male,Purchased_From_Other_Farm,16/07/2021,Negative,FALSE,208,12.4,Medium,108.8,July
FARM_0509,54.666519,-6.65435,BT38 3LI,39 Newry Road,028 8877 4290,,252,Beef,816,3,4,9.1,21,FARM_0509_ANIMAL_235,51,Charolais,Female,Purchased_From_Other_Farm,06/03/2020,Negative,FALSE,257,8.6,Medium,108.8,March
FARM_0509,54.666519,-6.65435,BT38 3LI,39 Newry Road,028 8877 4290,,252,Beef,816,3,4,9.1,21,FARM_0509_ANIMAL_077,121,Angus,Male,Born_On_Farm,18/06/2022,Negative,FALSE,226,5.3,Medium,108.8,June
FARM_0509,54.666519,-6.65435,BT38 3LI,39 Newry Road,028 8877 4290,,252,Beef,816,3,4,9.1,21,FARM_0509_ANIMAL_048,115,Charolais,Male,Born_On_Farm,30/12/2022,Negative,FALSE,188,15.5,Medium,108.8,December
FARM_0509,54.666519,-6.65435,BT38 3LI,39 Newry Road,028 8877 4290,,252,Beef,816,3,4,9.1,21,FARM_0509_ANIMAL_053,92,Angus,Male,Born_On_Farm,24/08/2021,Negative,FALSE,175,10.2,Medium,108.8,August
FARM_0509,54.666519,-6.65435,BT38 3LI,39 Newry Road,028 8877 4290,,252,Beef,816,3,4,9.1,21,FARM_0509_ANIMAL_211,22,Charolais,Female,Born_On_Farm,23/05/2020,Negative,FALSE,335,6.1,Medium,108.8,May
FARM_0509,54.666519,-6.65435,BT38 3LI,39 Newry Road,028 8877 4290,,252,Beef,816,3,4,9.1,21,FARM_0509_ANIMAL_144,146,Limousin,Female,Purchased_From_Other_Farm,18/03/2020,Negative,FALSE,303,4,Medium,108.8,March
FARM_0509,54.666519,-6.65435,BT38 3LI,39 Newry Road,028 8877 4290,,252,Beef,816,3,4,9.1,21,FARM_0509_ANIMAL_244,161,Jersey,Female,Purchased_From_Other_Farm,13/03/2022,Negative,FALSE,112,7.4,Medium,108.8,March
FARM_0509,54.666519,-6.65435,BT38 3LI,39 Newry Road,028 8877 4290,,252,Beef,816,3,4,9.1,21,FARM_0509_ANIMAL_140,157,Limousin,Female,Born_On_Farm,12/02/2020,Negative,FALSE,289,10.4,Medium,108.8,February
FARM_0510,54.297343,-7.354705,BT41 3RZ,62 Coleraine Road,028 4057 4077,,129,Beef,619,5,14,10.9,2,FARM_0510_ANIMAL_042,45,Hereford,Female,Purchased_From_Other_Farm,09/02/2021,Negative,FALSE,355,4.4,Low,108.9,February
FARM_0510,54.297343,-7.354705,BT41 3RZ,62 Coleraine Road,028 4057 4077,,129,Beef,619,5,14,10.9,2,FARM_0510_ANIMAL_114,28,Charolais,Female,Born_On_Farm,09/05/2020,Negative,FALSE,356,4.8,Low,108.9,May
FARM_0510,54.297343,-7.354705,BT41 3RZ,62 Coleraine Road,028 4057 4077,,129,Beef,619,5,14,10.9,2,FARM_0510_ANIMAL_052,145,Jersey,Female,Purchased_From_Other_Farm,16/03/2021,Negative,FALSE,342,10.6,Low,108.9,March
FARM_0510,54.297343,-7.354705,BT41 3RZ,62 Coleraine Road,028 4057 4077,,129,Beef,619,5,14,10.9,2,FARM_0510_ANIMAL_119,111,Jersey,Female,Born_On_Farm,18/07/2021,Negative,FALSE,382,13.8,Low,108.9,July
FARM_0510,54.297343,-7.354705,BT41 3RZ,62 Coleraine Road,028 4057 4077,,129,Beef,619,5,14,10.9,2,FARM_0510_ANIMAL_091,34,Limousin,Female,Purchased_From_Other_Farm,11/03/2021,Negative,FALSE,397,10.4,Low,108.9,March
FARM_0510,54.297343,-7.354705,BT41 3RZ,62 Coleraine Road,028 4057 4077,,129,Beef,619,5,14,10.9,2,FARM_0510_ANIMAL_093,146,Jersey,Male,Purchased_From_Other_Farm,09/10/2022,Negative,FALSE,324,16,Low,108.9,October
FARM_0510,54.297343,-7.354705,BT41 3RZ,62 Coleraine Road,028 4057 4077,,129,Beef,619,5,14,10.9,2,FARM_0510_ANIMAL_122,142,Holstein,Female,Purchased_From_Other_Farm,15/04/2020,Negative,FALSE,360,13,Low,108.9,April
FARM_0510,54.297343,-7.354705,BT41 3RZ,62 Coleraine Road,028 4057 4077,,129,Beef,619,5,14,10.9,2,FARM_0510_ANIMAL_017,32,Jersey,Male,Born_On_Farm,22/03/2020,Negative,FALSE,129,13.9,Low,108.9,March
FARM_0510,54.297343,-7.354705,BT41 3RZ,62 Coleraine Road,028 4057 4077,,129,Beef,619,5,14,10.9,2,FARM_0510_ANIMAL_017,21,Limousin,Male,Born_On_Farm,29/06/2021,Negative,FALSE,337,9.7,Low,108.9,June
FARM_0510,54.297343,-7.354705,BT41 3RZ,62 Coleraine Road,028 4057 4077,,129,Beef,619,5,14,10.9,2,FARM_0510_ANIMAL_050,70,Jersey,Female,Purchased_From_Other_Farm,06/08/2021,Negative,FALSE,351,5.1,Low,108.9,August
FARM_0511,54.582351,-6.89898,BT36 3LV,74 Willow Grove,028 8873 1649,No,132,Dairy,908,5,58,3.3,0,FARM_0511_ANIMAL_087,25,Jersey,Male,Purchased_From_Other_Farm,19/01/2021,Negative,FALSE,144,9.3,Low,32.3,January
FARM_0511,54.582351,-6.89898,BT36 3LV,74 Willow Grove,028 8873 1649,No,132,Dairy,908,5,58,3.3,0,FARM_0511_ANIMAL_074,26,Angus,Male,Born_On_Farm,31/10/2022,Negative,FALSE,165,14.5,Low,32.3,October
FARM_0511,54.582351,-6.89898,BT36 3LV,74 Willow Grove,028 8873 1649,No,132,Dairy,908,5,58,3.3,0,FARM_0511_ANIMAL_041,74,Hereford,Male,Born_On_Farm,26/12/2020,Negative,FALSE,118,4.9,Low,32.3,December
FARM_0511,54.582351,-6.89898,BT36 3LV,74 Willow Grove,028 8873 1649,No,132,Dairy,908,5,58,3.3,0,FARM_0511_ANIMAL_035,167,Holstein,Male,Born_On_Farm,15/03/2021,Negative,FALSE,400,4.9,Low,32.3,March
FARM_0511,54.582351,-6.89898,BT36 3LV,74 Willow Grove,028 8873 1649,No,132,Dairy,908,5,58,3.3,0,FARM_0511_ANIMAL_032,78,Holstein,Female,Born_On_Farm,18/03/2022,Negative,FALSE,173,7.4,Low,32.3,March
FARM_0511,54.582351,-6.89898,BT36 3LV,74 Willow Grove,028 8873 1649,No,132,Dairy,908,5,58,3.3,0,FARM_0511_ANIMAL_066,33,Hereford,Male,Born_On_Farm,17/01/2022,Negative,FALSE,130,16.2,Low,32.3,January
FARM_0511,54.582351,-6.89898,BT36 3LV,74 Willow Grove,028 8873 1649,No,132,Dairy,908,5,58,3.3,0,FARM_0511_ANIMAL_079,38,Jersey,Male,Born_On_Farm,27/07/2020,Negative,FALSE,340,8.1,Low,32.3,July
FARM_0511,54.582351,-6.89898,BT36 3LV,74 Willow Grove,028 8873 1649,No,132,Dairy,908,5,58,3.3,0,FARM_0511_ANIMAL_011,62,Hereford,Female,Born_On_Farm,15/04/2021,Positive,FALSE,341,9.6,Low,32.3,April
FARM_0511,54.582351,-6.89898,BT36 3LV,74 Willow Grove,028 8873 1649,No,132,Dairy,908,5,58,3.3,0,FARM_0511_ANIMAL_052,138,Jersey,Female,Purchased_From_Other_Farm,22/01/2022,Negative,FALSE,200,11.5,Low,32.3,January
FARM_0511,54.582351,-6.89898,BT36 3LV,74 Willow Grove,028 8873 1649,No,132,Dairy,908,5,58,3.3,0,FARM_0511_ANIMAL_068,94,Limousin,Male,Born_On_Farm,26/02/2022,Negative,FALSE,379,10.7,Low,32.3,February
FARM_0512,55.050563,-6.321256,BT19 6LF,27 Willow Grove,028 4337 5908,No,116,Beef,687,3,97,5,25,FARM_0512_ANIMAL_109,118,Charolais,Male,Purchased_From_Other_Farm,11/08/2020,Negative,FALSE,225,13.4,Low,77.4,August
FARM_0512,55.050563,-6.321256,BT19 6LF,27 Willow Grove,028 4337 5908,No,116,Beef,687,3,97,5,25,FARM_0512_ANIMAL_045,76,Jersey,Female,Purchased_From_Other_Farm,08/11/2020,Negative,FALSE,370,6.2,Low,77.4,November
FARM_0512,55.050563,-6.321256,BT19 6LF,27 Willow Grove,028 4337 5908,No,116,Beef,687,3,97,5,25,FARM_0512_ANIMAL_019,108,Angus,Male,Born_On_Farm,05/10/2022,Negative,FALSE,192,13.5,Low,77.4,October
FARM_0512,55.050563,-6.321256,BT19 6LF,27 Willow Grove,028 4337 5908,No,116,Beef,687,3,97,5,25,FARM_0512_ANIMAL_066,164,Hereford,Female,Born_On_Farm,28/04/2022,Negative,FALSE,131,9.4,Low,77.4,April
FARM_0512,55.050563,-6.321256,BT19 6LF,27 Willow Grove,028 4337 5908,No,116,Beef,687,3,97,5,25,FARM_0512_ANIMAL_100,43,Charolais,Female,Born_On_Farm,01/02/2022,Negative,FALSE,374,13.6,Low,77.4,February
FARM_0512,55.050563,-6.321256,BT19 6LF,27 Willow Grove,028 4337 5908,No,116,Beef,687,3,97,5,25,FARM_0512_ANIMAL_091,98,Holstein,Male,Born_On_Farm,26/09/2022,Negative,FALSE,270,16.1,Low,77.4,September
FARM_0512,55.050563,-6.321256,BT19 6LF,27 Willow Grove,028 4337 5908,No,116,Beef,687,3,97,5,25,FARM_0512_ANIMAL_009,20,Angus,Male,Purchased_From_Other_Farm,06/07/2021,Negative,FALSE,218,6.6,Low,77.4,July
FARM_0512,55.050563,-6.321256,BT19 6LF,27 Willow Grove,028 4337 5908,No,116,Beef,687,3,97,5,25,FARM_0512_ANIMAL_037,155,Angus,Male,Purchased_From_Other_Farm,24/11/2021,Negative,FALSE,326,4,Low,77.4,November
FARM_0512,55.050563,-6.321256,BT19 6LF,27 Willow Grove,028 4337 5908,No,116,Beef,687,3,97,5,25,FARM_0512_ANIMAL_113,113,Limousin,Male,Purchased_From_Other_Farm,06/01/2021,Negative,FALSE,121,15,Low,77.4,January
FARM_0512,55.050563,-6.321256,BT19 6LF,27 Willow Grove,028 4337 5908,No,116,Beef,687,3,97,5,25,FARM_0512_ANIMAL_001,125,Angus,Male,Born_On_Farm,16/01/2020,Negative,FALSE,116,4.1,Low,77.4,January
FARM_0513,54.59268804096716,-7.271615262,BT19 5BK,22 The Avenue,,No,148,Mixed,971,4,72,4.5,15,FARM_0513_ANIMAL_060,64,Charolais,Male,Purchased_From_Other_Farm,05/11/2021,Negative,FALSE,168,11.6,Medium,4.4,November
FARM_0513,54.59268804096716,-7.271615262,BT19 5BK,22 The Avenue,,No,148,Mixed,971,4,72,4.5,15,FARM_0513_ANIMAL_102,21,Holstein,Female,Purchased_From_Other_Farm,08/10/2020,Negative,FALSE,365,5.2,Medium,4.4,October
FARM_0513,54.59268804096716,-7.271615262,BT19 5BK,22 The Avenue,,No,148,Mixed,971,4,72,4.5,15,FARM_0513_ANIMAL_100,53,Holstein,Male,Born_On_Farm,14/12/2021,Negative,FALSE,124,4.8,Medium,4.4,December
FARM_0513,54.59268804096716,-7.271615262,BT19 5BK,22 The Avenue,,No,148,Mixed,971,4,72,4.5,15,FARM_0513_ANIMAL_136,145,Charolais,Male,Born_On_Farm,12/05/2020,Negative,FALSE,202,4.6,Medium,4.4,May
FARM_0513,54.59268804096716,-7.271615262,BT19 5BK,22 The Avenue,,No,148,Mixed,971,4,72,4.5,15,FARM_0513_ANIMAL_063,102,Charolais,Male,Born_On_Farm,19/02/2021,Negative,FALSE,348,10.4,Medium,4.4,February
FARM_0513,54.59268804096716,-7.271615262,BT19 5BK,22 The Avenue,,No,148,Mixed,971,4,72,4.5,15,FARM_0513_ANIMAL_055,106,Jersey,Male,Purchased_From_Other_Farm,05/01/2020,Positive,FALSE,128,5.5,Medium,4.4,January
FARM_0513,54.59268804096716,-7.271615262,BT19 5BK,22 The Avenue,,No,148,Mixed,971,4,72,4.5,15,FARM_0513_ANIMAL_071,176,Holstein,Male,Born_On_Farm,23/05/2020,Negative,FALSE,342,7.9,Medium,4.4,May
FARM_0513,54.59268804096716,-7.271615262,BT19 5BK,22 The Avenue,,No,148,Mixed,971,4,72,4.5,15,FARM_0513_ANIMAL_139,42,Holstein,Female,Born_On_Farm,05/03/2021,Negative,FALSE,314,8.8,Medium,4.4,March
FARM_0513,54.59268804096716,-7.271615262,BT19 5BK,22 The Avenue,,No,148,Mixed,971,4,72,4.5,15,FARM_0513_ANIMAL_090,78,Hereford,Female,Born_On_Farm,05/09/2021,Negative,FALSE,272,7.3,Medium,4.4,September
FARM_0513,54.59268804096716,-7.271615262,BT19 5BK,22 The Avenue,,No,148,Mixed,971,4,72,4.5,15,FARM_0513_ANIMAL_025,148,Jersey,Female,Born_On_Farm,13/08/2020,Negative,FALSE,259,9.2,Medium,4.4,August
FARM_0514,54.37175790020964,-5.973216083,BT10 5YH,,028 7557 1294,No,390,Dairy,984,1,36,2.7,12,FARM_0514_ANIMAL_076,46,Jersey,Female,Born_On_Farm,03/02/2022,Positive,FALSE,355,4.5,Medium,6.6,February
FARM_0514,54.37175790020964,-5.973216083,BT10 5YH,,028 7557 1294,No,390,Dairy,984,1,36,2.7,12,FARM_0514_ANIMAL_365,29,Hereford,Male,Born_On_Farm,12/10/2022,Negative,FALSE,304,16.9,Medium,6.6,October
FARM_0514,54.37175790020964,-5.973216083,BT10 5YH,,028 7557 1294,No,390,Dairy,984,1,36,2.7,12,FARM_0514_ANIMAL_287,100,Angus,Male,Born_On_Farm,08/08/2020,Negative,FALSE,244,14.2,Medium,6.6,August
FARM_0514,54.37175790020964,-5.973216083,BT10 5YH,,028 7557 1294,No,390,Dairy,984,1,36,2.7,12,FARM_0514_ANIMAL_192,43,Jersey,Male,Born_On_Farm,24/05/2021,Negative,FALSE,392,18,Medium,6.6,May
FARM_0514,54.37175790020964,-5.973216083,BT10 5YH,,028 7557 1294,No,390,Dairy,984,1,36,2.7,12,FARM_0514_ANIMAL_059,127,Holstein,Male,Born_On_Farm,14/10/2020,Negative,FALSE,357,18,Medium,6.6,October
FARM_0514,54.37175790020964,-5.973216083,BT10 5YH,,028 7557 1294,No,390,Dairy,984,1,36,2.7,12,FARM_0514_ANIMAL_266,170,Charolais,Female,Born_On_Farm,17/06/2020,Negative,FALSE,139,14.9,Medium,6.6,June
FARM_0514,54.37175790020964,-5.973216083,BT10 5YH,,028 7557 1294,No,390,Dairy,984,1,36,2.7,12,FARM_0514_ANIMAL_214,110,Hereford,Female,Purchased_From_Other_Farm,12/10/2022,Negative,FALSE,350,9.4,Medium,6.6,October
FARM_0514,54.37175790020964,-5.973216083,BT10 5YH,,028 7557 1294,No,390,Dairy,984,1,36,2.7,12,FARM_0514_ANIMAL_131,178,Limousin,Female,Purchased_From_Other_Farm,01/04/2020,Negative,FALSE,289,9,Medium,6.6,April
FARM_0514,54.37175790020964,-5.973216083,BT10 5YH,,028 7557 1294,No,390,Dairy,984,1,36,2.7,12,FARM_0514_ANIMAL_387,83,Holstein,Male,Purchased_From_Other_Farm,15/02/2021,Negative,FALSE,249,12.7,Medium,6.6,February
FARM_0514,54.37175790020964,-5.973216083,BT10 5YH,,028 7557 1294,No,390,Dairy,984,1,36,2.7,12,FARM_0514_ANIMAL_054,28,Angus,Female,Purchased_From_Other_Farm,09/02/2020,Negative,FALSE,189,11.6,Medium,6.6,February
FARM_0515,54.22435514055642,-6.047957765,BT48 1PS,27 Market Street,028 8446 9102,No,288,Dairy,285,2,74,3.8,26,FARM_0515_ANIMAL_253,15,Angus,Male,Born_On_Farm,23/09/2020,Negative,TRUE,197,14.4,Medium,2.5,September
FARM_0515,54.22435514055642,-6.047957765,BT48 1PS,27 Market Street,028 8446 9102,No,288,Dairy,285,2,74,3.8,26,FARM_0515_ANIMAL_022,173,Limousin,Male,Born_On_Farm,20/12/2022,Negative,TRUE,275,11.8,Medium,2.5,December
FARM_0515,54.22435514055642,-6.047957765,BT48 1PS,27 Market Street,028 8446 9102,No,288,Dairy,285,2,74,3.8,26,FARM_0515_ANIMAL_245,93,Angus,Female,Purchased_From_Other_Farm,28/07/2021,Negative,TRUE,333,10.5,Medium,2.5,July
FARM_0515,54.22435514055642,-6.047957765,BT48 1PS,27 Market Street,028 8446 9102,No,288,Dairy,285,2,74,3.8,26,FARM_0515_ANIMAL_159,171,Limousin,Female,Born_On_Farm,28/11/2020,Negative,TRUE,258,11.2,Medium,2.5,November
FARM_0515,54.22435514055642,-6.047957765,BT48 1PS,27 Market Street,028 8446 9102,No,288,Dairy,285,2,74,3.8,26,FARM_0515_ANIMAL_137,95,Holstein,Male,Purchased_From_Other_Farm,27/12/2021,Negative,TRUE,209,5.4,Medium,2.5,December
FARM_0515,54.22435514055642,-6.047957765,BT48 1PS,27 Market Street,028 8446 9102,No,288,Dairy,285,2,74,3.8,26,FARM_0515_ANIMAL_131,93,Limousin,Female,Born_On_Farm,06/07/2021,Negative,TRUE,299,13.3,Medium,2.5,July
FARM_0515,54.22435514055642,-6.047957765,BT48 1PS,27 Market Street,028 8446 9102,No,288,Dairy,285,2,74,3.8,26,FARM_0515_ANIMAL_143,45,Angus,Female,Born_On_Farm,30/10/2021,Negative,TRUE,184,15.2,Medium,2.5,October
FARM_0515,54.22435514055642,-6.047957765,BT48 1PS,27 Market Street,028 8446 9102,No,288,Dairy,285,2,74,3.8,26,FARM_0515_ANIMAL_020,86,Limousin,Female,Born_On_Farm,21/09/2022,Negative,TRUE,114,16.5,Medium,2.5,September
FARM_0515,54.22435514055642,-6.047957765,BT48 1PS,27 Market Street,028 8446 9102,No,288,Dairy,285,2,74,3.8,26,FARM_0515_ANIMAL_288,142,Charolais,Male,Born_On_Farm,28/11/2022,Positive,TRUE,201,11.7,Medium,2.5,November
FARM_0515,54.22435514055642,-6.047957765,BT48 1PS,27 Market Street,028 8446 9102,No,288,Dairy,285,2,74,3.8,26,FARM_0515_ANIMAL_003,49,Hereford,Male,Born_On_Farm,18/03/2022,Negative,TRUE,353,6.9,Medium,2.5,March
FARM_0516,54.54251090434537,-6.966711722,BT44 5VE,,028 1805 1271,No,455,Beef,879,3,87,1.1,29,FARM_0516_ANIMAL_023,20,Limousin,Male,Born_On_Farm,23/12/2021,Negative,FALSE,368,8.2,Medium,5.1,December
FARM_0516,54.54251090434537,-6.966711722,BT44 5VE,,028 1805 1271,No,455,Beef,879,3,87,1.1,29,FARM_0516_ANIMAL_223,24,Jersey,Female,Born_On_Farm,22/12/2022,Positive,FALSE,130,9.9,Medium,5.1,December
FARM_0516,54.54251090434537,-6.966711722,BT44 5VE,,028 1805 1271,No,455,Beef,879,3,87,1.1,29,FARM_0516_ANIMAL_026,101,Limousin,Female,Purchased_From_Other_Farm,04/04/2020,Positive,FALSE,365,9.7,Medium,5.1,April
FARM_0516,54.54251090434537,-6.966711722,BT44 5VE,,028 1805 1271,No,455,Beef,879,3,87,1.1,29,FARM_0516_ANIMAL_184,130,Limousin,Male,Born_On_Farm,21/05/2020,Negative,FALSE,108,9.6,Medium,5.1,May
FARM_0516,54.54251090434537,-6.966711722,BT44 5VE,,028 1805 1271,No,455,Beef,879,3,87,1.1,29,FARM_0516_ANIMAL_113,143,Holstein,Male,Born_On_Farm,14/10/2021,Negative,FALSE,269,4.6,Medium,5.1,October
FARM_0516,54.54251090434537,-6.966711722,BT44 5VE,,028 1805 1271,No,455,Beef,879,3,87,1.1,29,FARM_0516_ANIMAL_440,53,Jersey,Male,Born_On_Farm,08/06/2020,Positive,FALSE,258,9.8,Medium,5.1,June
FARM_0516,54.54251090434537,-6.966711722,BT44 5VE,,028 1805 1271,No,455,Beef,879,3,87,1.1,29,FARM_0516_ANIMAL_327,117,Angus,Female,Born_On_Farm,30/10/2020,Negative,FALSE,188,9.5,Medium,5.1,October
